id,barrio_id,tipo_inmueble,precio_arriendo_cop,admin_cop,costo_total_cop,area_m2,habitaciones,banos,parqueaderos,titulo,descripcion,badge,link,pagina_scraping,url_fuente,fecha_scraping,hora_scraping,fecha_insercion
45,155,apartamento,1950000,,1950000,21,1,1,,"Apartamento en arriendo en nuevo country, bogotá","Hermoso e iluminado apartaestudio, con vista privilegiada al  campo de golf del Country Club. Este espacio inteligentemente diseñado ofrece una habitación acogedora, una práctica zona de lavandería y un baño completo, todo pensado para su confort. Su excelente ubicación garantiza fácil acceso a serv",,https://www.fincaraiz.com.co/apartamento-en-arriendo-en-nuevo-country-bogota/193460052,3,https://www.fincaraiz.com.co/arriendo/20-de-julio-sector-alto/cartagena?pagina=3,2026-03-06,11:16:06,2026-03-06 11:36:00
46,155,apartamento,1350000,,1350000,40,2,1,,"Apartamento en arriendo en fontibon, bogotá","Descubre este acogedor apartamento de 2 habitaciones ( una con closet) y 1 baño, con una distribución funcional que maximiza cada rincón. Disfruta de la iluminación natural que inunda cada espacio, resaltando el piso en baldosa y la cocina equipada con gas natural. Desde su balcón, podrás contemplar",,https://www.fincaraiz.com.co/apartamento-en-arriendo-en-fontibon-bogota/193447024,3,https://www.fincaraiz.com.co/arriendo/20-de-julio-sector-alto/cartagena?pagina=3,2026-03-06,11:16:06,2026-03-06 11:36:00
47,155,apartamento,1600000,,1600000,54,3,2,1,"Apartamento en arriendo en el porvenir, rionegro","Descubre la comodidad y elegancia en este apartamento en arriendo ubicado en una de las zonas más exclusivas de la ciudad. Con 2 habitaciones y 2 baños, este espacio de 54 metros cuadrados ofrece un ambiente acogedor y funcional para ti y tu familia. Además, cuenta con 1 parqueadero para tu comodida",,https://www.fincaraiz.com.co/apartamento-en-arriendo-en-el-porvenir-rionegro/192744279,3,https://www.fincaraiz.com.co/arriendo/20-de-julio-sector-alto/cartagena?pagina=3,2026-03-06,11:16:06,2026-03-06 11:36:00
48,155,apartamento,2700000,300000,3000000,72,3,2,,"Apartamento en arriendo en lagos de torca, bogotá","Amplio y acogedor apartamento de 72 M2 en arriendo, ideal para quienes buscan comodidad y elegancia en una zona residencial de Bogotá. El apartamento cuenta con 3 alcobas y 2 baños, uno de ellos en la habitación principal, lo que lo hace perfecto para familias o personas que necesitan espacio adicio",,https://www.fincaraiz.com.co/apartamento-en-arriendo-en-lagos-de-torca-bogota/192813390,3,https://www.fincaraiz.com.co/arriendo/20-de-julio-sector-alto/cartagena?pagina=3,2026-03-06,11:16:06,2026-03-06 11:36:00
49,155,casa,6500000,,6500000,155,3,3,,"Casa en arriendo en chuntame, cajicá","Si estás buscando una casa de ensueño en uno de los mejores sectores de Colombia, esta es tu oportunidad. Esta espectacular casa está ubicada en Cajicá  un lugar tranquilo y exclusivo donde podrás disfrutar de la naturaleza y la comodidad de la vida urbana al mismo tiempo.

Cuenta con 3 cómodas alco",,https://www.fincaraiz.com.co/casa-en-arriendo-en-chuntame-cajica/193340959,3,https://www.fincaraiz.com.co/arriendo/20-de-julio-sector-alto/cartagena?pagina=3,2026-03-06,11:16:06,2026-03-06 11:36:00
50,155,oficina,2500000,,2500000,46,,,1,"Oficina en arriendo en usaquen, bogotá","Oficina exterior de 46.45 m2 cuenta con divisiones así quedando 2 oficinas independientes y un espacio como para recepción, un área independiente como para zona de cafetería o implementos de aseo. 1 garaje cubierto. Pisos laminados, persianas. Espectacular vista a la ciudad. Ubicada en el Centro Emp",,https://www.fincaraiz.com.co/oficina-en-arriendo-en-usaquen-bogota/10520463,3,https://www.fincaraiz.com.co/arriendo/20-de-julio-sector-alto/cartagena?pagina=3,2026-03-06,11:16:06,2026-03-06 11:36:00
51,155,apartamento,4600000,632800,5232800,77,2,2,,"Apartamento en arriendo en balcones del salitre, bogotá","Lindo apartamento en barrio Ciudad Salitre para arriendo en el Edificio Avatar. El apartamento cuenta con dos habitaciones, dos baños, dos parqueaderos excelentes vías de acceso,  cerca a centro internacional y zona empresarial de salitre. Edificio club house con excelentes zonas comunes. (Precio de",,https://www.fincaraiz.com.co/apartamento-en-arriendo-en-balcones-del-salitre-bogota/193444698,3,https://www.fincaraiz.com.co/arriendo/20-de-julio-sector-alto/cartagena?pagina=3,2026-03-06,11:16:06,2026-03-06 11:36:00
52,155,casa,8500000,1200000,9700000,350,3,4,,"Casa en arriendo en ruitoque, floridablanca","CASA MONTAÑA, UBICADO EN ALTOS RUITOQUE, VISUAL PANORÁMICA EN CADA ESPACIO DE LA CASA. 1 KM DE SENDEROS PARA CAMINAR, PANELES SOLARES, DISPONIBILIDAD PARA CARGAR TU VEHÍCULO ELÉCTRICO. ZONA SOCIAL PANORÁMICA: PISCINA, TURCO, GIMANSIO, SALON SOCIAL, SALON DE PISCINA, PARQUE PARA NIÑOS, PROXIMAMENTE C",,https://www.fincaraiz.com.co/casa-en-arriendo-en-ruitoque-floridablanca/193435339,3,https://www.fincaraiz.com.co/arriendo/20-de-julio-sector-alto/cartagena?pagina=3,2026-03-06,11:16:06,2026-03-06 11:36:00
53,155,apartamento,3880000,620000,4500000,75,3,2,,"Apartamento en arriendo en chapinero central, bogotá","Moderno apartamento AMOBLADO con terraza ubicado en Chapinero Central. El apartamento cuenta en el primer piso con zona social en un ambiente con doble altura y cocina abierta. En el segundo piso cuenta dos terrazas y con tres habitaciones, la principal con baño, las otras dos habitaciones comparten",,https://www.fincaraiz.com.co/apartamento-en-arriendo-en-chapinero-central-bogota/193457006,3,https://www.fincaraiz.com.co/arriendo/20-de-julio-sector-alto/cartagena?pagina=3,2026-03-06,11:16:06,2026-03-06 11:36:00
54,155,apartamento,11000000,1468000,12468000,191,3,3,,"Apartamento en arriendo en la cabrera, bogotá","Espectacular apartamento completamente remodelado ubicado en el corazón de La Cabrera. El apartamento cuenta con amplia sala con excelente iluminación natural, estudio, baño social y comedor independiente, todo con espectaculares acabados. Cocina cerrada con comedor auxiliar y zona de lavandería ind",,https://www.fincaraiz.com.co/apartamento-en-arriendo-en-la-cabrera-bogota/193440186,3,https://www.fincaraiz.com.co/arriendo/20-de-julio-sector-alto/cartagena?pagina=3,2026-03-06,11:16:06,2026-03-06 11:36:00
55,155,casa,7500000,,7500000,350,3,4,,Casa campestre en arriendo en la calera,"Exuberante y acogedora casa campestre, ubicada en las hermosas montañas de La Calera, Cundinamarca. Rodeada de tranquilidad y naturaleza, ideal para aquellos que buscan escapar del ajetreo de la ciudad y disfrutar de un estilo de vida más relajado y en contacto con la naturaleza. Ofrece un área de t",,https://www.fincaraiz.com.co/casa-campestre-en-arriendo-en-la-calera/193141649,3,https://www.fincaraiz.com.co/arriendo/20-de-julio-sector-alto/cartagena?pagina=3,2026-03-06,11:16:06,2026-03-06 11:36:00
56,155,apartaestudio,1300000,,1300000,50,2,1,,"Apartaestudio en arriendo en panamericano, cali","ALQUILER APARTAESTUDIO EDIFICIO ORO, BARRIO PANAMERICANO. NIVEL 3 CON ACCESO POR ESCALERAS, REMODELADO, COCINA, SALA COMEDOR Y 2 HABITACIONES INDEPENDIENTES. IDEAL PARA PERSONAS SOLTERAS O PAREJAS. AMBIENTES SEPARADOS. SE REALIZA ESTUDIO DE ARRENDAMIENTO, NO DEBEN TITULAR Y CODEUDOR NO DEBEN TENER R",,https://www.fincaraiz.com.co/apartaestudio-en-arriendo-en-panamericano-cali/193364259,3,https://www.fincaraiz.com.co/arriendo/20-de-julio-sector-alto/cartagena?pagina=3,2026-03-06,11:16:06,2026-03-06 11:36:00
57,155,apartamento,6500000,1300000,7800000,169,3,3,3,"Apartamento en arriendo en chicó navarra, bogotá","Apartamento con área de 169 m2, exterior con buena iluminación y distribución, ubicado en el piso 4, acceso por ascensor
El apartamento con sala con acceso a un balcón exterior y comedor independiente, estudio abierto, baño social, cocina cerrada, zona de lavandería independiente, cuarto y baño de s",,https://www.fincaraiz.com.co/apartamento-en-arriendo-en-chico-navarra-bogota/193397405,3,https://www.fincaraiz.com.co/arriendo/20-de-julio-sector-alto/cartagena?pagina=3,2026-03-06,11:16:06,2026-03-06 11:36:00
58,155,apartamento,1950000,,1950000,36,1,1,,"Apartamento en  arriendo en veramonte macana, bogotá","Se arrienda  apartamento en colina campestre , 36 mts2,  2 alcobas, 1 baño , sala comedor,cocina integral , piso en cerámica,  acceso en ascensor, garaje comunal, el conjunto cuenta con Gym, salones sociales,  sala prémium, bbqq, zonas verdes, cerca a la av Boyaca,calle 153, centro comerciales",,https://www.fincaraiz.com.co/apartamento-en-arriendo-en-veramonte-macana-bogota/191663849,3,https://www.fincaraiz.com.co/arriendo/20-de-julio-sector-alto/cartagena?pagina=3,2026-03-06,11:16:06,2026-03-06 11:36:00
59,155,apartaestudio,1700000,,1700000,30,1,1,,Apartaestudio en arriendo en bogotá,"Bogotá

Se arrienda moderno apartaestudio para estrenar, ubicado en un sector estratégico de Bogotá, Calle 30 con Avenida Américas, al lado de la Clínica Mederi, con excelente acceso a transporte público, universidades, centros médicos y comercio.

El inmueble cuenta con 30 m² bien distribuidos, que",,https://www.fincaraiz.com.co/apartaestudio-en-arriendo-en-bogota/193470251,3,https://www.fincaraiz.com.co/arriendo/20-de-julio-sector-alto/cartagena?pagina=3,2026-03-06,11:16:06,2026-03-06 11:36:00
60,155,otro,7000000,,7000000,828,1,10,,"Edificio en arriendo en bogotá, d.c., bogotá","¡Oportunidad en el sur de Bogotá!  
Vendemos o arrendamos colegio en Carmelo Sur.
1.202 m² de terreno  
 840 m² construidos  
Parqueadero para 30 vehículos  
 20 salones amplios e iluminados  
 8 baños  
Patio o zona recreativa

Ideal para colegio, sede empresarial u oficina
Arriendo: $7 millones me",,https://www.fincaraiz.com.co/edificio-en-arriendo-en-bogota-dc-bogota/193406343,3,https://www.fincaraiz.com.co/arriendo/20-de-julio-sector-alto/cartagena?pagina=3,2026-03-06,11:16:06,2026-03-06 11:36:00
61,155,apartamento,2100000,530000,2630000,58,2,2,,"Apartamento en arriendo en galerias, bogotá","Descubra este magnífico apartamento, estratégicamente ubicado en una zona céntrica de inigualable conveniencia. Este hogar ofrece dos acogedoras alcobas y un baño completo, complementado por un práctico baño social para sus invitados. Disfrute de una espaciosa sala comedor, ideal para el entretenimi",,https://www.fincaraiz.com.co/apartamento-en-arriendo-en-galerias-bogota/193454049,3,https://www.fincaraiz.com.co/arriendo/20-de-julio-sector-alto/cartagena?pagina=3,2026-03-06,11:16:06,2026-03-06 11:36:00
62,155,apartamento,934000,166000,1100000,50,2,2,,"Apartamento en arriendo en cd. valle de barroblanco, piedecuesta","Apartamento en primer piso, disponible de inmediato, ofrece la combinación perfecta de comodidad y estilo. Disfrute de la exclusividad de un antejardín privado, ideal para relajarse al aire libre. Además, cuenta con un parqueadero asignado. PARA MAYOR INFORMACIÓN VISITE www.paseoespanainmobiliaria.c",,https://www.fincaraiz.com.co/apartamento-en-arriendo-en-cd-valle-de-barroblanco-piedecuesta/193458240,3,https://www.fincaraiz.com.co/arriendo/20-de-julio-sector-alto/cartagena?pagina=3,2026-03-06,11:16:06,2026-03-06 11:36:00
63,155,casa,16000000,,16000000,600,5,8,,"Casa en arriendo en villa campestre, barranquilla",RENTO HERMOSA CASA EN CONJUNTO  CERRADO   LA CASA CUENTA CON 5 HABITACIONES CADA UNA CON SU BAÑO ALCOBA Y BAÑO DE SERVICIO . CAVA DE VINOS CON SALA  ESTAR DE ALCOBAS. LA CASA QUEDA EN CONJUNTO CERRADO Y CUEMTA CON MUY BUENAS AREAS SOCIALES Y BUENOS ESPACIOS DE ZONAS VERDES.,,https://www.fincaraiz.com.co/casa-en-arriendo-en-villa-campestre-barranquilla/193421396,3,https://www.fincaraiz.com.co/arriendo/20-de-julio-sector-alto/cartagena?pagina=3,2026-03-06,11:16:06,2026-03-06 11:36:00
64,197,bodega,18000000,,18000000,933,,5,,"Bodega en arriendo en albornoz, cartagena","Bodega, 3 salones, cocina, 2 baños, cuarto útil, garita de seguridad, área de labores, patio. Oficina piso 1: salón, 2 baños, cocineta, aire acondicionado central. Oficina piso 2: deposito, cinco (5) salones, 1 baño, un (1)  aire acondicionado minisplit C-58636",,https://www.fincaraiz.com.co/bodega-en-arriendo-en-albornoz-cartagena/192748914,1,https://www.fincaraiz.com.co/arriendo/albornoz/cartagena,2026-03-06,11:16:12,2026-03-06 11:36:00
65,197,lote,30000000,,30000000,100,,,,"Lote en  arriendo en albornoz, cartagena","Valor de Venta : $2,147,483,647 Lote rectangular, ubicado en vía principal de Mamonal, muy próximo a los principales puertos de la ciudad. Cuenta con acceso habilitado para tractomulas, cerramiento en malla y por uno de sus costados su cerramiento es en ladrillos a la vista, sus medidas son: frente ",,https://www.fincaraiz.com.co/lote-en-arriendo-en-albornoz-cartagena/192066881,1,https://www.fincaraiz.com.co/arriendo/albornoz/cartagena,2026-03-06,11:16:12,2026-03-06 11:36:00
66,197,bodega,21000000,,21000000,1500,,2,,"Bodega en arriendo en albornoz, cartagena","Bodega para arriendo, sobre la vía principal de Mamonal. Excelente ubicación sobre corredor de carga a pocos minutos de los principales puertos y zona industrial, La bodega cuenta con área de terreno de 1304mts2, la cual se encuentra distribuida en garita, patio, 3 salones externos, 2 baños, cuarto ",,https://www.fincaraiz.com.co/bodega-en-arriendo-en-albornoz-cartagena/192366213,1,https://www.fincaraiz.com.co/arriendo/albornoz/cartagena,2026-03-06,11:16:12,2026-03-06 11:36:00
67,20,apartamento,2700000,,2700000,80,3,2,,"Apartamento en arriendo en urbanizacion fragata, cartagena","Apartamento en muy buen estado, con excelente ubicación, hermosos acabados, buena iluminación y ventilación, buena estructura, bien distribuido, cuenta con closet en sus habitaciones, balcón, buen diseño, ubicado cerca de supermercados, zonas bancarias, centros comerciales.
El conjunto cuenta con po",,https://www.fincaraiz.com.co/apartamento-en-arriendo-en-urbanizacion-fragata-cartagena/193427549,1,https://www.fincaraiz.com.co/arriendo/almirante-colon/cartagena,2026-03-06,11:16:17,2026-03-06 11:36:00
68,20,apartamento,1700000,,1700000,57,2,2,,"Apartamento en arriendo en urbanizacion fragata, cartagena","Moderno apartamento, excelentes acabados y diseño eficiente de espacios que además le permite contar con buena iluminación y ventilación. Conjunto residencial, completas zonas sociales y seguridad con vigilancia 24 horas y circuito cerrado de televisión. C-62564",,https://www.fincaraiz.com.co/apartamento-en-arriendo-en-urbanizacion-fragata-cartagena/193053901,1,https://www.fincaraiz.com.co/arriendo/almirante-colon/cartagena,2026-03-06,11:16:17,2026-03-06 11:36:00
69,20,apartamento,1200000,,1200000,75,3,2,,"Apartamento en arriendo en el golf, cartagena","?✨ Apartamento en Arriendo – Urbanización el Golf ✨?

Vive con comodidad y seguro.

? 3 habitaciones amplias y bien iluminadas
? 2 baños completos
? Cocina funcional con excelente distribución
? Sala–comedor con buena ventilación
? Espacios cómodos ideales para tu familia

Este apartamento ofrece un",,https://www.fincaraiz.com.co/apartamento-en-arriendo-en-el-golf-cartagena/193463099,1,https://www.fincaraiz.com.co/arriendo/almirante-colon/cartagena,2026-03-06,11:16:17,2026-03-06 11:36:00
70,91,apartamento,2150000,1006000,3156000,145,3,3,,"Apartamento en arriendo en el prado, bucaramanga","DÚPLEX. PRIMER NIVEL: SALA COMEDOR, COCINA INTEGRAL, HABITACIÓN AUXILIAR, BAÑO Y ZONA DE ROPAS. SEGUNDO NIVEL: HALL DE TELEVISIÓN, HABITACIÓN AUXILIAR CON CLOSET Y BAÑO Y HABITACIÓN PRINCIPAL CON BAÑO Y 2 CLOSET. AMBAS CON ACCESO A TERRAZA. 2 PARQUEADEROS. ZONA SOCIAL: SALÓN SOCIAL, GIMNASIO, RECEPC",,https://www.fincaraiz.com.co/apartamento-en-arriendo-en-el-prado-bucaramanga/10772670,1,https://www.fincaraiz.com.co/arriendo/almirante-colon-etapa-2/cartagena,2026-03-06,11:16:19,2026-03-06 11:36:00
71,91,oficina,18000000,,18000000,510,,8,,"Oficina en arriendo en antiguo country, bogotá","Se arrienda excelente edificio de oficinas de 3 niveles en el Antiguo Country a pocos pasos de la Calle 85, el edificio cuenta con amplios espacios de trabajo en los tres pisos, 8 salas de reuniones o oficinas grandes y áreas generales de trabajo, baños en cada nivel. Ideal para centro médico, call ",,https://www.fincaraiz.com.co/oficina-en-arriendo-en-antiguo-country-bogota/193397320,1,https://www.fincaraiz.com.co/arriendo/almirante-colon-etapa-2/cartagena,2026-03-06,11:16:19,2026-03-06 11:36:00
72,91,apartamento,1950000,,1950000,21,1,1,,"Apartamento en arriendo en nuevo country, bogotá","Hermoso e iluminado apartaestudio, con vista privilegiada al  campo de golf del Country Club. Este espacio inteligentemente diseñado ofrece una habitación acogedora, una práctica zona de lavandería y un baño completo, todo pensado para su confort. Su excelente ubicación garantiza fácil acceso a serv",,https://www.fincaraiz.com.co/apartamento-en-arriendo-en-nuevo-country-bogota/193460052,1,https://www.fincaraiz.com.co/arriendo/almirante-colon-etapa-2/cartagena,2026-03-06,11:16:19,2026-03-06 11:36:00
73,91,apartamento,1350000,,1350000,40,2,1,,"Apartamento en arriendo en fontibon, bogotá","Descubre este acogedor apartamento de 2 habitaciones ( una con closet) y 1 baño, con una distribución funcional que maximiza cada rincón. Disfruta de la iluminación natural que inunda cada espacio, resaltando el piso en baldosa y la cocina equipada con gas natural. Desde su balcón, podrás contemplar",,https://www.fincaraiz.com.co/apartamento-en-arriendo-en-fontibon-bogota/193447024,1,https://www.fincaraiz.com.co/arriendo/almirante-colon-etapa-2/cartagena,2026-03-06,11:16:19,2026-03-06 11:36:00
74,91,apartamento,1600000,,1600000,54,3,2,1,"Apartamento en arriendo en el porvenir, rionegro","Descubre la comodidad y elegancia en este apartamento en arriendo ubicado en una de las zonas más exclusivas de la ciudad. Con 2 habitaciones y 2 baños, este espacio de 54 metros cuadrados ofrece un ambiente acogedor y funcional para ti y tu familia. Además, cuenta con 1 parqueadero para tu comodida",,https://www.fincaraiz.com.co/apartamento-en-arriendo-en-el-porvenir-rionegro/192744279,1,https://www.fincaraiz.com.co/arriendo/almirante-colon-etapa-2/cartagena,2026-03-06,11:16:19,2026-03-06 11:36:00
75,91,apartamento,2700000,300000,3000000,72,3,2,,"Apartamento en arriendo en lagos de torca, bogotá","Amplio y acogedor apartamento de 72 M2 en arriendo, ideal para quienes buscan comodidad y elegancia en una zona residencial de Bogotá. El apartamento cuenta con 3 alcobas y 2 baños, uno de ellos en la habitación principal, lo que lo hace perfecto para familias o personas que necesitan espacio adicio",,https://www.fincaraiz.com.co/apartamento-en-arriendo-en-lagos-de-torca-bogota/192813390,1,https://www.fincaraiz.com.co/arriendo/almirante-colon-etapa-2/cartagena,2026-03-06,11:16:19,2026-03-06 11:36:00
